8C,FAIRVIEW,295.000,0,0,195,56.075278,-118.439167,0,CY,0
8K,VALLEYVIEW,229.000,0,0,195,55.034444,-117.288611,0,CY,0
8M,ELK POINT,414.000,0,0,195,53.890278,-110.768056,0,CY,0
9A,HANNA,221.000,0,0,195,51.627778,-111.900833,0,CY,0
9G,SUNDRE,405.000,0,0,195,51.780000,-114.683333,0,CY,0
9H,LA GRANDE 3,235.000,0,0,195,53.573917,-76.200472,0,CY,0
9Q,AMOS,291.000,0,0,195,48.557500,-78.243056,0,CY,0
9S,POWELL RIVER,109.300,0,1,195,49.835556,-124.499167,455,CY,0
9X,BROOKS,227.000,0,0,195,50.632222,-111.921667,0,CY,0
9Y,PINCHER CREEK,311.000,0,0,195,49.523333,-113.998611,3921,CY,0
A,EZEIZA INTL MINISTRO PISTARINI,237.000,0,0,195,-34.841639,-58.522333,0,SA,0
A,ALMAZA,490.000,0,0,195,30.074000,31.359444,0,HE,0
A,DAJIAOCHANG,511.000,0,0,195,31.985000,118.793333,0,ZS,0
A,XINZHENG ZHENGZHOU,211.000,0,0,195,34.510153,113.868378,0,ZH,0
A,ANDIZHAN,860.000,0,0,195,40.711711,72.271983,0,UT,0
A,ALMATY,763.000,0,0,195,43.368917,77.073333,0,UA,0
A,SZOLNOK,422.000,0,0,195,47.105417,20.225667,292,LH,0
A,AKTOBE,400.000,0,0,195,50.262639,57.179889,0,UA,0
A,BELGOROD,350.000,0,0,195,50.652167,36.565167,735,UU,0
A,CHERTOVITSKOYE VORONEZH,595.000,0,0,195,51.803306,39.251500,0,UU,0
A,MIKHAYLOVKA BARNAUL,865.000,0,0,195,53.371722,83.573722,0,UN,0
A,KURUMOCH SAMARA,588.000,0,0,195,53.484694,50.188972,0,UW,0
A,ABAKAN,733.000,0,0,195,53.723583,91.371778,0,UN,0
A,BEGISHEVO,749.000,0,0,195,55.550889,52.066444,0,UW,0
A,SHEREMETYEVO MOSCOW,338.000,0,0,195,55.980583,37.459028,0,UU,0
A,KRASNOYARSK,685.000,0,0,195,56.183472,92.448944,0,UN,0
A,YUZHNY IVANOVO,670.000,0,0,195,56.953222,40.899611,0,UU,0
A,SURGUT,668.000,0,0,195,61.343944,73.447056,0,US,0
A,TALAGI ARKHANGELSK,334.000,0,0,195,64.602500,40.672222,0,UL,0
A,ALYKEL NORILSK,260.000,0,0,195,69.289694,87.293556,594,UN,0
A2,SIMONETTE,280.000,0,0,195,54.423611,-117.741111,0,CY,0
A5,CHINCHAGA,317.000,0,0,195,57.545000,-119.111389,0,CY,0
A9,LIVERPOOL,330.000,0,0,195,44.226944,-64.858611,85,CY,0
AA,AUCKLAND,114.800,1,1,195,-37.004639,174.813639,29,NZ,0
AA,ANAA,332.500,0,0,195,-17.356389,-145.509111,58,NT,0
AA,ATAMBUA,300.000,0,0,195,-9.083333,124.906667,0,WA,0
AA,ABEMAMA,396.000,0,0,195,0.500000,173.850000,0,NG,0
AA,ACCRA,409.000,0,0,195,5.676183,-0.137808,184,DG,0
AA,CEDAR THOMSON,341.000,0,0,195,33.533278,-82.614389,515,K7,0
AA,KENIE FARGO,365.000,0,0,195,47.009053,-96.815181,889,K3,0
AA,AASIAAT,336.000,0,0,195,68.723147,-52.784825,0,BG,0
AAA,ABRAHAM LINCOLN,329.000,0,0,195,40.160117,-89.338017,591,K5,0
AAE,AHMEDABAD,113.100,1,1,195,23.068167,72.629111,207,VA,0
AAF,APALACHICOLA,349.000,0,0,195,29.723314,-85.028064,19,K7,0
AAL,AALBORG,116.700,1,1,195,57.103719,9.995578,57,EK,0
AAQ,ARARAQUARA,205.000,0,0,195,-21.813011,-48.139478,0,SB,0
AAR,ARAR,113.300,1,1,195,30.908028,41.142167,1900,OE,0
AAR,AMRITSAR,115.500,1,1,195,31.728069,74.785883,780,VI,0
AAR,EKAH ILS/CAT I,111.900,0,1,195,56.303831,10.601103,79,EK,0
AAT,AGARTALA,116.100,1,1,195,23.889556,91.239722,72,VE,0
AAU,AURANGABAD,116.300,1,1,195,19.861083,75.405250,1935,VA,0
AB,ADDIS ABEBA,333.000,0,0,195,8.997372,38.862583,0,HA,0
AB,ABECHE,350.000,0,0,195,13.845278,20.845556,0,FT,0
AB,PUTNY ALBANY,227.000,0,0,195,31.456144,-84.276164,184,K7,0
AB,TOMHI ABILENE,353.000,0,0,195,32.298883,-99.674189,1896,K4,0
AB,ALBI,323.000,0,0,195,43.912556,2.064500,0,LF,0
AB,RENEY ABERDEEN,203.000,0,0,195,45.386106,-98.328511,1298,K3,0
AB,ABAKAN,360.000,0,0,195,53.701417,91.355194,0,UN,0
AB,HAGFORS,393.000,0,0,195,59.950417,13.585833,0,ES,0
ABA,ALBANY,240.000,0,0,195,-34.952222,117.810556,365,YM,0
ABA,ALBANY,109.700,0,1,195,-34.949956,117.809867,243,YM,0
ABA,ARUBA,112.500,1,1,195,12.505678,-69.943100,647,TN,0
ABA,EHAM ILS/CAT III,111.950,0,1,195,52.293733,4.775025,1,EH,0
ABB,ABBEVILLE,108.450,1,1,195,50.135139,1.854694,220,LF,0
ABC,ABUJA,116.300,1,1,195,9.037803,7.285103,1191,DN,0
ABD,MALANG,116.100,1,1,195,-7.932764,112.713111,1715,WI,0
ABD,ABADAN,210.000,0,0,195,30.370472,48.219917,0,OI,0
ABD,ABADAN,115.100,1,1,195,30.375306,48.220611,8,OI,0
ABD,ABYAD DAMASCUS,264.000,0,0,195,33.335286,36.428189,0,OS,0
ABG,AMBASSADOR BIG SANDY,404.000,0,0,195,32.585494,-95.113119,424,K4,0
ABH,ABHA,112.900,1,1,195,18.241917,42.656944,6900,OE,0
ABI,DJIBOUTI,114.600,0,1,195,11.549211,43.154819,49,HD,0
ABI,ABILENE,113.700,1,1,195,32.481328,-99.863458,1810,K4,0
ABK,ABAKAN,113.300,1,1,195,53.744722,91.385556,787,UN,0
ABL,AMBALEMA,112.700,1,1,195,4.783819,-74.767586,984,SK,0
ABM,ABUMUSA ABUMUSA ISLAND,115.400,0,1,195,25.878056,55.022944,5,OI,0
ABM,ABUMUSA,285.000,0,0,195,25.878056,55.022944,0,OI,0
ABN,ALBENGA,420.000,0,0,195,44.055972,8.221000,60,LI,0
ABQ,ALBUQUERQUE,113.200,1,1,195,35.043794,-106.816311,5749,K2,0
ABR,ABERDEEN,113.000,1,1,195,45.417356,-98.368719,1304,K3,0
ABU,ABU ARGUB,115.100,1,1,195,32.462833,13.169508,489,HL,0
ABU,ALTENBURG,330.000,0,0,195,50.993775,12.521039,0,ED,0
ABV,ALEXANDER BAY,112.100,1,1,195,-28.570653,16.533833,98,FA,0
ABW,UTAA ILS/CAT II,108.500,0,1,195,37.999861,58.347000,700,UT,0
ABY,ALBERT BRAY,321.000,0,0,195,49.976250,2.809417,0,LF,0
AC,ANLOC,320.000,0,0,195,10.939167,107.188333,0,VV,0
AC,LFKJ ILS/CAT I,110.300,0,1,195,41.913722,8.798083,56,LF,0
AC,PLEASANT LAKE YARMOUTH,230.000,0,0,195,43.860947,-66.043706,120,CY,0
ACA,ACAPULCO,115.900,1,1,195,16.758472,-99.753964,40,MM,0
ACC,ACCRA,113.100,1,1,195,5.634069,-0.155364,258,DG,0
ACE,KACHEMAK HOMER,277.000,0,0,195,59.641333,-151.500275,0,PA,0
ACH,ANTON CHICO,117.800,1,1,195,35.111706,-105.039928,5450,K2,0
ACJ,SOUTHER AMERICUS,242.000,0,0,195,32.112108,-84.186853,0,K7,0
ACK,NANTUCKET,116.200,1,1,195,41.281886,-70.026711,99,K6,0
ACO,ATICO,202.000,0,0,195,-16.243472,-73.578722,0,SP,0
ACO,AKRON,114.400,1,1,195,41.107903,-81.201525,1198,K5,0
ACT,WACO,115.300,1,1,195,31.662333,-97.269028,510,K4,0
ACV,ARCATA,110.200,1,1,195,40.981442,-124.108317,195,K2,0
ACY,ATLANTIC CITY,108.600,1,1,195,39.455875,-74.576314,67,K6,0
AD,ADELAIDE,116.400,1,1,195,-34.946978,138.524531,33,YM,0
AD,RENGAT,280.000,0,0,195,-0.349161,102.335469,131,WI,0
AD,ABIDJAN,114.300,1,1,195,5.282817,-3.916978,46,DI,0
AD,ADEN,361.000,0,0,195,12.870278,45.005556,0,OY,0
AD,SOCHI,365.000,0,0,195,43.454778,39.960778,89,UR,0
AD,KRALJEVO,387.000,0,0,195,43.754417,20.664278,650,LY,0
AD,SHEREMETYEVO MOSCOW,700.000,0,0,195,55.986333,37.500000,0,UU,0
AD,ENSD ILS/LLZ NO GS,108.300,0,1,195,61.829447,6.111647,229,EN,0
AD,ANDA SANDANE,288.000,0,0,195,61.829567,6.115939,196,EN,0
ADA,ALDEIA SAO PEDRO DA-,345.000,0,0,195,-22.822931,-42.096492,146,SB,0
ADA,ALDEIA SAO PEDRO DA,112.100,1,1,195,-22.812811,-42.095433,48,SB,0
ADA,GMAD ILS/CAT II,110.300,0,1,195,30.321000,-9.398528,299,GM,0
ADA,ADANA,112.700,1,1,195,36.940583,35.210389,66,LT,0
ADC,LE CASTELLET,366.000,0,0,195,43.246000,5.805167,0,LF,0
ADC,LE CASTELLET,109.250,0,1,195,43.246000,5.805167,1391,LF,0
ADG,ADRIAN,278.000,0,0,195,41.869981,-84.077481,862,K5,0
ADH,ADA,117.800,1,1,195,34.802556,-96.670083,987,K4,0
ADK,MOUNT MOFFETT,114.000,0,1,195,51.871075,-176.674275,329,PA,0
ADK,MOUNT MOFFETT,530.000,0,0,195,51.871878,-176.675989,329,PA,0
ADL,SOCHI,112.700,1,1,195,43.454472,39.962111,197,UR,0
ADM,AL-MASSIRA AGADIR,117.200,1,1,195,30.321917,-9.383472,300,GM,0
ADM,ARDMORE,116.700,1,1,195,34.211586,-97.168228,937,K4,0
ADN,ROBERTO MONTERRY,115.400,1,1,195,25.865442,-100.238794,1493,MM,0
ADN,ADANA,395.000,0,0,195,36.970889,35.261611,0,LT,0
ADN,ABERDEEN,114.300,1,1,195,57.310450,-2.267208,600,EG,0
ADO,PUERTO DESEADO,210.000,0,0,195,-47.733333,-65.909444,0,SA,0
ADR,ADRAR,112.600,1,1,195,27.817039,-0.205867,952,DA,0
ADS,ADDIS ADDIS ABEBA,112.900,1,1,195,8.975042,38.799400,7656,HA,0
ADV,ABU DHABI,114.250,1,1,195,24.418964,54.673244,109,OM,0
ADV,ADVENT SVALBARD,326.000,0,0,195,78.176808,16.012508,0,EN,0
ADW,ANDREWS CAMP SPRINGS,113.100,1,1,195,38.807219,-76.866256,263,K6,0
ADX,ANDRAITX,384.000,0,0,195,39.549444,2.395861,0,LE,0
AE,SABE ILS/CAT I,109.500,0,1,195,-34.556197,-58.423192,66,SA,0
AE,ABECHE,114.500,1,0,195,13.846633,20.863050,0,FT,0
AE,DUDLE ALBUQUERQUE,351.000,0,0,195,35.217400,-106.712800,5455,K2,0
AE,EKYT ILS/CAT I,109.900,0,1,195,57.097278,9.872742,19,EK,0
AEA,JONES,373.000,0,0,195,36.614519,-78.053167,271,K6,0
AEA,ALGHERO,111.650,1,1,195,40.638167,8.291778,102,LI,0
AEL,ALBERT LEA,109.800,1,1,195,43.681736,-93.370756,1252,K3,0
AES,NABESNA NORTHWAY,390.000,0,0,195,62.965611,-141.888614,1715,PA,0
AEX,ALEXANDRIA,116.100,1,1,195,31.256728,-92.500975,80,K4,0
AFE,KAKE,223.000,0,0,195,56.963917,-133.911889,170,PA,0
AFE,KAKE,114.400,0,1,195,56.963917,-133.911889,170,PA,0
AFI,AFFLIGEM,114.900,1,1,195,50.907778,4.138889,291,EB,0
AFK,NEBRASKA CITY,347.000,0,0,195,40.605361,-95.860956,1160,K3,0
AFO,AFIENOU,393.000,0,0,195,5.408333,-2.916667,0,DI,0
AFS,AFONSOS RIO DE JANEIRO,270.000,0,0,195,-22.867000,-43.366833,0,SB,0
AG,SEMBAWANG SINGAPORE,325.000,0,0,195,1.423333,103.823333,0,WS,0
AG,AGRA,249.500,0,0,195,27.150194,77.965306,0,VI,0
AG,BUSHE AUGUSTA,233.000,0,0,195,33.286886,-81.946853,301,K7,0
AG,DAAG ILS/CAT III,110.300,0,1,195,36.710150,3.249167,131,DA,0
AG,AGOY,381.000,0,0,195,44.139444,39.026667,0,UR,0
AG,AGEN,400.000,0,0,195,44.150694,0.673722,0,LF,0
AG,LFBA ILS/CAT I,110.350,0,1,195,44.171694,0.596806,240,LF,0
AGB,AUGSBURG,318.000,0,0,195,48.424297,10.933094,1515,ED,0
AGC,ALLEGHENY PITTSBURGH,110.000,1,1,195,40.278644,-80.040856,1289,K6,0
AGD,ALTENBURG,115.300,0,1,195,50.982689,12.512283,650,ED,0
AGG,AGALEGA,429.000,0,0,195,-10.366667,56.600000,0,FI,0
AGG,AGRA,112.000,1,1,195,27.150464,77.947792,551,VI,0
AGH,ARDYTH LAREDO,405.000,0,0,195,27.642331,-99.458078,676,K4,0
AGH,ANCHIALOS,110.400,1,1,195,39.216222,22.791925,76,LG,0
AGJ,GOOCH SPRINGS,112.500,1,1,195,31.185506,-98.141858,1191,K4,0
AGN,AGEN,114.800,1,1,195,43.888028,0.872861,896,LF,0
AGO,AGOY,116.800,0,1,195,44.138889,39.025000,131,UR,0
AGO,ANGOULEME,404.000,0,0,195,45.710722,0.426889,456,LF,0
AGP,MALAGA,117.150,1,1,195,36.684333,-4.487333,98,LE,0
AGU,MONTEAGUDO,305.000,0,0,195,-19.822778,-63.961944,0,SL,0
AGU,AGUASCALIENTES,113.600,1,1,195,21.711400,-102.319047,6073,MM,0
AGV,AGGENEYS,116.700,1,1,195,-29.481019,18.562492,2648,FA,0
AGV,ACARIGUA,113.400,1,1,195,9.552083,-69.237917,758,SV,0
AGZ,WAGNER,392.000,0,0,195,43.063392,-98.293169,1463,K3,0
AGZ,AYAGUZ,113.600,1,1,195,47.931111,80.449722,2152,UA,0
AH,ANTALAHA,321.000,0,0,195,-14.998917,50.317917,0,FM,0
AH,AHMEDABAD,215.000,0,0,195,23.141389,72.699667,0,VA,0
AH,FERTILIA ALGHERO,337.000,0,0,195,40.699028,8.330944,87,LI,0
AH,ANGELHOLM,417.000,0,0,195,56.266167,12.900750,0,ES,0
AHC,AMEDEE HERLONG,109.000,1,1,195,40.267864,-120.151967,4005,K2,0
AHD,UTAA ILS/CAT II,108.700,0,1,195,37.985694,58.378444,700,UT,0
AHN,ATHENS,109.600,1,1,195,33.947594,-83.324758,793,K7,0
AHO,ALGHERO,109.300,0,1,195,40.636056,8.289556,121,LI,0
AHQ,WAHOO,400.000,0,0,195,41.239169,-96.598361,1221,K3,0
AHR,HERAT,116.200,1,1,195,34.206944,62.232778,3270,OA,0
AHR,ARVAIKHEER,115.600,0,1,195,46.257778,102.790556,6004,ZM,0
AHT,ASHIYA,108.600,0,1,195,33.887428,130.649867,98,RJ,0
AHX,ATHENS,269.000,0,0,195,32.159319,-95.830242,455,K4,0
AI,AITUTAKI,320.000,0,0,195,-18.824800,-159.773433,114,NC,0
AI,AUKI,360.000,0,0,195,-8.701389,160.680833,0,AG,0
AI,AKWA IBOM,397.000,0,0,195,4.849033,8.082200,0,DN,0
AI,ADDMO ARDMORE,400.000,0,0,195,34.232347,-96.933108,710,K4,0
AI,ALICANTE,330.000,0,0,195,38.296167,-0.660000,0,LE,0
AI,VIDEO ANDERSON,394.000,0,0,195,40.069528,-85.510686,968,K5,0
AIA,ALLIANCE,111.800,1,1,195,42.055631,-102.804444,3925,K3,0
AIK,AIKEN,347.000,0,0,195,33.651800,-81.676972,493,K7,0
AIR,BELLAIRE,117.100,1,1,195,40.017025,-80.817228,1307,K5,0
AIT,AITKIN,397.000,0,0,195,46.548303,-93.675436,1204,K3,0
AIX,NANWAK MEKORYUK,112.900,0,1,195,60.385150,-166.214761,38,PA,0
AIX,NANWAK MEKORYUK,323.000,0,0,195,60.385281,-166.214383,38,PA,0
AJ,AGHAJARI,365.000,0,0,195,30.741250,49.684083,0,OI,0
AJ,KRASNOYARSK,334.000,0,0,195,56.193417,92.407250,0,UN,0
AJ,STARITSA,430.000,0,0,195,56.517500,34.936389,700,UU,0
AJA,MOUNT MACAJNA GUAM,385.000,0,0,195,13.453500,144.736917,298,PG,0
AJD,AWAJI,115.600,0,1,195,34.270303,134.712942,884,RJ,0
AJF,AL JOUF,117.800,1,1,195,29.789528,40.071694,2200,OE,0
AJO,AJACCIO,114.800,1,1,195,41.770528,8.774667,2142,LF,0
AJR,AGHAJARI,114.900,1,1,195,30.744750,49.680361,51,OI,0
AK,AKURE,276.000,0,0,195,7.227114,5.292178,0,DN,0
AK,AL KHOR,345.000,0,0,195,25.630189,51.507328,0,OT,0
AK,AKENO,380.000,0,0,195,34.527778,136.696667,0,RJ,0
AK,AKROTIRI,365.000,0,0,195,34.583958,33.012536,92,LC,0
AK,AKRON,362.000,0,0,195,41.069733,-81.387367,1149,K5,0
AKB,AKTOBE,113.400,1,1,195,50.263417,57.181889,719,UA,0
AKE,AMAKUSA,113.450,1,1,195,32.480975,130.159619,354,RJ,0
AKI,ANDUKI,250.000,0,0,195,4.630256,114.371731,60,WB,0
AKI,AKHISAR,110.200,0,1,195,38.819500,27.827222,285,LT,0
AKI,AKUREYRI,113.600,1,1,195,65.759806,-18.004111,2100,BI,0
AKJ,AL KHARJ,117.300,1,1,195,24.068333,47.407500,1500,OE,0
AKN,KING SALMON,112.800,1,1,195,58.724714,-156.752347,95,PA,0
AKO,AKRON,114.400,1,1,195,40.155553,-103.179711,4623,K2,0
AKP,ANAKTUVUK PASS,348.000,0,0,195,68.136625,-151.744228,2087,PA,0
AKQ,WAKEFIELD,274.000,0,0,195,36.982819,-77.000972,105,K6,0
AKR,AKROTIRI,116.000,0,1,195,34.579389,32.962806,243,LC,0
AKS,AKSU,115.100,1,1,195,41.261667,80.285000,3888,ZW,0
AKT,AKENO,112.050,0,1,195,34.528528,136.675167,20,RJ,0
AKT,PREVEZA,110.000,1,1,195,38.925914,20.762178,35,LG,0
AKT,AKTAU,113.300,1,1,195,43.858694,51.100667,85,UA,0
AKU,AKUJARVI IVALO,432.000,0,0,195,68.678389,27.614628,0,EF,0
AKW,AKWA IBOM,113.800,1,1,195,4.895267,8.104942,201,DN,0
AKW,KLAWOCK,115.800,0,1,195,55.568639,-133.079333,30,PA,0
AKW,KLAWOCK,229.000,0,0,195,55.568639,-133.079333,30,PA,0
AL,MALOLO NADI,385.000,0,0,195,-17.825556,177.386944,0,NF,0
AL,HALIM PERDANAKUSUMA JAKARTA,215.000,0,0,195,-6.193961,107.040025,0,WI,0
AL,ACCRA,258.000,0,0,195,5.569178,-0.181781,126,DG,0
AL,SANYA,205.000,0,0,195,18.315497,109.506589,0,ZJ,0
AL,ALPOS ALTON-ST LOUIS,218.000,0,0,195,38.855008,-89.938061,0,K5,0
AL,MATACAN SALAMANCA,359.000,0,0,195,41.030861,-5.446944,0,LE,0
AL,HAWKY ALBANY,219.000,0,0,195,42.817306,-73.808500,0,K6,0
AL,TRINA WALLA WALLA,353.000,0,0,195,46.175567,-118.196358,1443,K1,0
AL,ALGASOVO,694.000,0,0,195,53.680278,41.679722,250,UU,0
AL,YUZHNY IVANOVO,326.000,0,0,195,56.967639,40.855972,0,UU,0
AL,BAYKIT,326.000,0,0,195,61.700833,96.475833,500,UN,0
ALA,ALTA,358.000,0,0,195,69.992289,23.293161,0,EN,0
ALB,AL BATEEN ABU DHABI,114.000,1,1,195,24.438694,54.446306,45,OM,0
ALB,ALBORAN,519.000,0,0,195,35.938056,-3.035278,0,LE,0
ALB,ALBANY,115.300,1,1,195,42.747281,-73.803186,272,K6,0
ALB,ALBENGA,116.950,1,1,195,44.048167,8.127611,144,LI,0
ALC,ALCANTARI,113.400,1,1,195,-19.267778,-65.143056,10233,SL,0
ALD,AL UDEID,115.200,1,1,195,25.092761,51.325867,105,OT,0
ALD,ALLENDALE,116.700,1,0,195,33.012494,-81.292233,187,K7,0
ALD,ALLGAU MEMMINGEN/ALLGAU,117.200,0,1,195,47.988700,10.231231,2145,ED,0
ALD,ALDERNEY,383.000,0,0,195,49.708869,-2.199772,0,EG,0
ALE,ALEJANDRIA,412.500,0,0,195,6.394722,-75.141111,5228,SK,0
ALE,ALEPPO,114.500,1,1,195,36.179683,37.209378,1276,OS,0
ALE,ALEPPO,396.000,0,0,195,36.185997,37.223297,1276,OS,0
ALF,ALSTER,115.800,0,1,195,53.635300,9.994164,66,ED,0
ALG,CIUDAD DEL ESTE,293.000,0,0,195,-25.368056,-54.761389,0,SG,0
ALG,ALGHERO,113.800,1,1,195,40.628139,8.243889,1453,LI,0
ALG,ALGHERO,382.000,0,0,195,40.639972,8.291639,87,LI,0
ALG,ALLGAEU MEMMINGEN,341.000,0,0,195,47.997381,10.262189,0,ED,0
ALH,ALLAHABAD,113.300,1,1,195,25.443222,81.724317,321,VE,0
ALI,ALICE,114.500,1,0,195,27.739800,-98.021342,170,K4,0
ALI,ALIGARH,117.900,1,1,195,27.829306,78.178333,666,VI,0
ALI,CAIRO,310.000,0,0,195,30.166944,31.385000,0,HE,0
ALI,AL-ASHRAF AL NAJAF,114.700,1,1,195,31.986083,44.409056,100,OR,0
ALI,AL-ASHRAF AL NAJAF,275.000,0,0,195,31.993750,44.399833,0,OR,0
ALJ,ORCA BAY HINCHINBROOK,233.000,0,0,195,60.479822,-146.587431,31,PA,0
ALM,AL HOCEIMA,115.000,1,1,195,35.191083,-3.841722,46,GM,0
ALM,AIX LES MILLES,413.000,0,0,195,43.507778,5.366861,0,LF,0
ALM,ALMA,116.400,1,0,195,55.411306,13.557528,236,ES,0
ALN,AL AIN,112.600,1,1,195,24.259750,55.606361,842,OM,0
ALO,WATERLOO,112.200,1,1,195,42.556497,-92.398925,866,K3,0
ALP,ALEXANDROUPOLIS,351.000,0,0,195,40.855833,25.940869,0,LG,0
ALP,ALPINE ELMIRA,245.000,0,0,195,42.238697,-76.764050,1287,K6,0
ALR,DAR EL BEIDA,112.500,1,1,195,36.690997,3.215481,118,DA,0
ALS,AL-MASSIRA AGADIR,396.000,0,0,195,30.320361,-9.319528,0,GM,0
ALS,ALAMOSA,113.900,1,1,195,37.349158,-105.815536,7535,K2,0
ALS,ALSIE,114.700,1,0,195,54.905414,9.993378,0,EK,0
ALT,AMAMI,115.500,0,1,195,28.443472,129.583400,996,RO,0
ALT,ALTET,113.800,1,1,195,38.268278,-0.570111,197,LE,0
ALU,AL HOCEIMA,401.000,0,0,195,35.181167,-3.844556,96,GM,0
ALW,WALLA WALLA,116.400,1,1,195,46.086975,-118.292536,1179,K1,0
ALX,ALEXANDROUPOLIS,113.800,1,1,195,40.853936,25.956733,42,LG,0
AM,ARBA MINCH,275.000,0,0,195,6.057692,37.602350,0,HA,0
AM,GIALAM HANOI,294.000,0,0,195,20.988758,105.861386,0,VV,0
AM,PANDE AMARILLO,251.000,0,0,195,35.146469,-101.805544,3623,K4,0
AM,ALMERIA,284.000,0,0,195,36.875833,-2.239917,0,LE,0
AM,LFBU ILS/CAT I,109.350,0,1,195,45.729861,0.226306,467,LF,0
AM,KAZAN,475.000,0,0,195,55.622806,49.236056,410,UW,0
AM,SURGUT,325.000,0,0,195,61.344167,73.504861,0,US,0
AMB,SANTIAGO,116.100,1,1,195,-33.419722,-70.784444,1558,SC,0
AMB,AMBERLEY,359.000,0,0,195,-27.648761,152.723508,237,YB,0
